Title,ISBN,Author,Publisher_Place,Edition_Statement,Type_of_Material,Physical_Medium,Physical_Description,Subject
Assam barenyo mahapurukh Srimanta Sankardev,NA,"Goswami, Tridib","Guwahati, LBS Publications, 2016",1st ed,NA,NA,32p,Assamese literature; Assamese; Relious book; Srimanta Sankardev
Lachit Borphukan,NA,"Gayan, Phanindra Nath","Guwahati, Assam Publishing Company, 2013",1st ed,NA,NA,52p,Biography; Lachit Borphukan; Assamese literature
Asom barenya karmabir nabinchandra,9788173312694,"Goswami, Tridib","Guwahati, L B S Publications, 2012",1st ed,NA,NA,40p,Assamese; Assamese; Author; Biography
Asom barenya Gopinath Bordoloi,9788173312465,"Goswami, Tridib","Guwahati, L B S Publications, 2011",1st ed,NA,NA,40p,Assamese; Assamese; Author; Biography
Songrami Kanaklata Barua,9788173312465,"Rajkhowa, Kabita Saikia","Guwahati, Secretary Publication Board Assam, 2012",1st ed,NA,NA,88p,Assamese novel; Nationalists
Porikhya koru aha : Karikori puthi,9788173312465,"Phukan, Bandita","Guwahati, Bani mandir",1st ed,NA,NA,134p,Assamese; Science manual; Science; Science
Bacteria : Karikori puthi,9788173312465,"Sarma, Dilip Kumar","Guwahati, Assam Science Society, 2003",1st ed,NA,NA,83p,Assamese; Biology; Science; Science
Dharma aru bigyani : Karikori puthi,9788173312465,"Russell, Bertrand; Dutta, Sibajit; Rahman, Abedur","Guwahati, Bani Prakash Mandir, 2015",2nd ed,NA,NA,156p,Assamese; Assamese literature; Religion; Science
Pachayatya Shityar katha : (pratham khanda),9788124404713,"Deka, Pabindra","Guwahati, Chandra Prakash, 2018",2nd ed,NA,NA,154p,Assamese literature; Assamese; History of American literature; History of Russian literature
Kadambari : (pratham khanda),8187611650,"Bhatta, Ban; Sarma, Narendra Nath","Guwahati, Saraighat Prakashan, 2004",2nd ed,NA,NA,213 p,Assamese literature; Assamese; Sanskrit; Sanskrit literature
Kalidaman Jatra : (pratham khanda),8187611650,Sankardev,"Guwahati, Axom Prakashan porishad, 2003",2nd ed. 2003,NA,NA,28p,Assamese literature; Assamese
Naatyashilpa aru abhinaytatta : (pratham khanda),8187611650,"Bezbaruah, Arpan","Guwahati, Anuvab parakashan",2nd ed,NA,NA,291p,Assamese; Assamese literature; Drama; Play
Natya prasanga aru annyanya rasana : (pratham khanda),8187611650,"Sarma, Arun; Bhattacharyya, Ranjan","Guwahati, Publication Board Assam, 2012",1st ed,NA,NA,416p,Articles; Assamese lierature; Assamese; Essays
Asamiya natya sahityar jiligani : adir pora 1967 san parjanta,9788173313509,"Bhattacharyya, Hari Chandra","Guwahati, Lawyer's Book Stall, 2016.; 2019",1st ed,NA,NA,581 p,Assamese literature; Assamese; Drama
Asamar sanskriti : adir pora 1967 san parjanta,9789173390789,"Gogoi, Lila","Guwahati, Banalata, 2017",11th ed,NA,NA,244p,Assamese culture; Culture; Culture; Social Science
Dotal hatir uiye khowa haoda : adir pora 1967 san parjanta,8176653225,"Goswami, Mamoni Raisom","Guwahati, Students stores, 2010",11th ed,NA,NA,236p,Assamese literature; Assamese; Novel
Matir chaki : adir pora 1967 san parjanta,8186494693,"Malik, Saiyad Abdul","Guwahati, Student stores, 2016",11th ed,NA,NA,240 p,Assamese literature; Assamese novel; Assamese; Novel
Suti galpa : adir pora 1967 san parjanta,818494049,"Dutta, Uday","Guwahati, Students Stores, 2012",11th ed,NA,NA,88p,Assamese literature; Assamese; Short stories
Dr. Bhupen Hazarika : Sadiyar pora Bishwasabhaloi,8173312745,"Goswami, Tridib","Guwahati, Lawyers Book Stall, 2012",11th ed,NA,NA,288p,Assamese articles; Assamese literature; Dr. Bhupen Hazarika
Kakadeutar harh : Sadiyar pora Bishwasabhaloi,9788173312274,"Barua, Navakanta","Guwahati, Lawyers Book Stall, 2013",5th ed,NA,NA,103p,Assamese literature; Assamese novel
Pandit pravar pratnatatwik Rajmohan Nathar rachanavali : Sadiyar pora Bishwasabhaloi,9788173313325,"Nath , Bhabakanta","Guwahati, Lawyer's Book Stall, 2015",5th ed,NA,NA,295p,Assamese literature; Pratnatatwik; Rachanavali; Rajmohan Nath
Mohim Borar Galpa : Sadiyar pora Bishwasabhaloi,9788186385319,"Goswami, Tridib","Guwahati, Assam Publishing Company, 2016",5th ed,NA,NA,256p,Assamese literature; Short-stories
Prasang : Prachatya aru bharatiya sahitya,9788172132941,"Das, Amal Chandra; Das, Amal Chandra","Guwahati, Purbanchal Prakash, 2016",5th ed,NA,NA,326p,assamese literature; Indian literature
Asamiya lipir itihas : Prachatya aru bharatiya sahitya,9788172132941,"Goswami, Jatin","Guwahati, Chandra Prakas, 2016",6th ed. 2016,NA,NA,92p,Assamese literature; Assamese script
Biswabarenya Homi Jahangirir Bhaba : Prachatya aru bharatiya sahitya,8173312761,"Bhuyan, Gobinda Prasad","Guwahati, L B S Publications, 2012",6th ed. 2016,NA,NA,24p,Assamese; Atomic power; Physics; Scientist
Banabasi- Boibhab : Prachatya aru bharatiya sahitya,9788172132149,"Das, Karabi; Goswami, Mayashri","Guwahati, Purbanchal Prakash, 2014",6th ed. 2016,NA,NA,224p,Assamese literature; Imran Shah
Puroni puthi adhyayan aru sampadana : Prachatya aru bharatiya sahitya,9788172132149,"Goswami, Keshabananda Dev","Guwahati, Asom Prakashan Parishad, 2006",6th ed. 2016,NA,NA,88p,Assamese literature; Vaishnab literature
Kaziranga Abhiyan : Prachatya aru bharatiya sahitya,9788172132149,"Dutta, Arup Kumar","Guwahati, Childreen's Literary Trust, 2016",2nd ed. 2016,NA,NA,103p,Assamese literature; Assamese story
Boro-Kachari sola : Prachatya aru bharatiya sahitya,9788172132149,"Brahma, Mohini Mohan; Goswami, Praphulladutta","Guwahati, Department of Folklore Research, 1972",2nd ed. 2016,NA,NA,261p,Assamese story; Assemese literature
Paribardhik kach : Prachatya aru bharatiya sahitya,9788172132149,"Deka, Akhil Kumar","Guwahati, Assam Science Society, 2003",2nd ed. 2016,NA,NA,44p,Assamese; Magnifying glass; Physics; Science
Amar Atul Chandra Hazarika : Prachatya aru bharatiya sahitya,9788172132149,"Sharma, Dipak Kr","Guwahati, Banalata, 2010",2nd ed. 2016,NA,NA,79p,Assamese literature; Assamese; Biography; Literate
Pani : Prachatya aru bharatiya sahitya,9788172132149,"Deka, Kaminath","Jorhat, Asam Sahitya Sabha, 2011",2nd ed. 2016,NA,NA,60p,Assamese literature; Assamese; Facts of water; Water
Nirmal bhakat : Prachatya aru bharatiya sahitya,9788172132149,"Bardoloi, Rajani Kanta","Guwahati, Sahitya Prakash",2nd ed. 2016,NA,NA,57p,Assamese literature; Assamese novel; Assamese; Novel
Prajaranjak Harichandra aru Kamala Kuworir Sadhu : Prachatya aru bharatiya sahitya,9798173313096,"Goswami, Tridib","Guwahati, Laawyer's Book Stale, 2016",2nd ed. 2016,NA,NA,38p,Assamese fiction; Assamese story
Devabhumi Bharat : Tushartirtha/Uttarakhand,9798173313096,"Bora, Debendranath","Guwahati, Purbanchal Prakash, 2004",2nd ed,NA,NA,111p,Assamese literature; Travelling story
Manuh : Tushartirtha/Uttarakhand,9798173313096,"Das, Bhuban Mohan","Guwahati, Assam Science Society, 2007",5th ed,NA,NA,134p,Assamese; Assamese literature
Smriti Bichitra : Tushartirtha/Uttarakhand,9788186384909,"Hazarika, Kumudeswar","Guwahati, Assam Publishing Company, 2012",5th ed,NA,NA,131p,Assamese article; Assamese literature
Nirbachit Farachi Kabita : Tushartirtha/Uttarakhand,9788186384909,"Barua, Ajit","Guwahati, Sharaghat, 1999",5th ed,NA,NA,118p,Assamese peom; French peom
Janagosthigata chetana : Atmapratisthar prashna,9789382624905,"Mahanata, Prafulla","Guwahati, Bhabani books, 2014",5th ed,NA,NA,160p,Assamese literature; Assamese; Culture; Ethinicity; History
Satawansaal ba swadhinatar partham yuddha : Atmapratisthar prashna,9789382624905,"Sharma, Benudhar","Guwahati, Publication Board assam, 2007",1st ed,NA,NA,36p,; Assamese literature; Frredom movement; History
Purani axamor karikori khilpa : Atmapratisthar prashna,9789382624905,"Chaliha, Pradip","Guwahati, Assam Science Society, 1998",1st ed,NA,NA,122p,Assamese literature; Technology
Sanakrit- pali- prakrit aru asamiya vyakaran : Atmapratisthar prashna,9789382624905,"Bora, Lilabati Saikia","Guwahati, Banalata, 2016",3rd ed,NA,NA,120p,Assamese literature; Grammar; Grammer; Sanskrit
Kaljoyi sadhu : Atmapratisthar prashna,9789351217565,"Baruah, Abhijit Sarma","Guwahati, R. G. Publications",3rd ed,NA,NA,88p,Assamese fiction; Assamese story
Brajabuli- giti- guccha : Atmapratisthar prashna,9788186460721,"Vidyapati; Chandidasa, Ray Ramanand; Jnanadasa; Madhavadeva; Neog, Maheswar; Sankaradev","Guwahati, Gauhati University, 2015",3rd ed,NA,NA,62p,Anthology; Assamese literature; Brajabuli; Literature
Doh garaki bigyanir bichitra kahini : Atmapratisthar prashna,9788186460721,"Zamal, Shakeel","Guwahati, Asam Science Society, 2003",3rd ed,NA,NA,75p,Assamese literature; Biography; Scientist; Scientist
Asamiya sangitar aitihya : Atmapratisthar prashna,9788186460721,"Dutta, Birendranath","Guwahati, Asam Sahitya Sabha, 2017",3rd ed,NA,NA,105p,Assam; Assamese literature; Assamese music; Music heritage
Akanir sathor : Atmapratisthar prashna,9788186384244,"Deka, Anil","Guwahati, Asom publishing company, 2013",3rd ed,NA,NA,150p,Assamese riddles; Assamese
Arkimidich : Atmapratisthar prashna,9788186384244,"Barua, Abhijit Sarma","Guwahati, R. G. Publications, 2011",3rd ed,NA,NA,28p,Assamese literature; Biography; Scientist; Scientist
Dharmatattwa : Atmapratisthar prashna,8186416544,"Kakati, Rani","Guwahati, University publication department, 2004",2nd ed,NA,NA,110p,Anthropology; Assamese
Bisva- mahakabya parichay,NA,"Sarma, Satyandra Nath","Guwahati, Bina Library, 2007",2nd ed,NA,NA,256p,Assamese literature; Assamese; Epics of world; Essays
Sanskrit sahityar itibritta,NA,"Sarmah, Thaneswar","Guwahati, Chandra Prakash, 2015",4th ed,NA,NA,472p,Assamese literature; Assamese; Sanskrit literature
Asamar dhol badya,NA,"Oza, Jay","Jorhat, Asom sahitya sabha, 1998",4th ed,NA,NA,33p,Assamese musical instrument; Assamese; Musical instrument
Gunamala,NA,Sankardev,"Guwahati, Utpal Hazarika, 2009",4th ed,NA,NA,73p,Assamese literature; Hinduism; Religion; Vishnuism
Jane eyre,9789384211011,"Bronte, Charlotte; Mahanta, Junu","Guwahati, Saraighat Prakashan, 2014",2nd ed,NA,NA,147p,Adventure fiction; Assamese fiction; Assamese literature; English fiction
Bishnu Sarmar panchatantra,9789384211011,"Sarma, Prabhat Chandra","Guwahati, Publication Board Assam, 2012",7th ed,NA,NA,297p,"Assamese literature; Short stories, Assamese"
Jerengar uchupani,9789384211011,"Dakua, Keshab Chandra","Guwahati, Bani Mandir, 2009",7th ed,NA,NA,220p,Assamese fiction; Assamese literature
Jeromor manoram galpa,8187611065,"Jerome, Jerome K; Saikia, Binoy Mohani","Guwahati, Saraighat prakashan, 2013",2nd ed,NA,NA,88 p,"Assamese fiction; Assamese literature; Short stories, Assamese"
Bilay,9789382750437,"Baroowah, Gautam Prasad","Guwahati, Banalata, 2015",2nd ed,NA,NA,240 p,Assamese literature; Fiction; Novel
Tez aru dhulire dhuxorito pristha,9789324402653,"Goswami, Mamoni Raisom","Guwahati, Chandra prakash, 1994",2nd ed,NA,NA,328 p,Assamese literature; Fiction; Novel
Phagunat aajarar phul,8172063354,"Choudhury, Medini","Guwahati, Bani Mandir, 2007",2nd ed,NA,NA,318 p,Assamese literature; Fiction; Novel
Abhinna hridoy,8172063354,"Goswami, Dinesh Chandra","Guwahati, Bani Mandir, 2004",2nd ed,NA,NA,231 p,Assamese literature; Science fiction; Short stories
Baah phular gondha,8173394539,"Thongchi, Yeshe Dorjee","Guwahati, Banalata, 2005",3rd ed,NA,NA,135 p,Assamese; Literature
Sankardevar nat : vislesanatmak adhyayan,9788172132132,"Borthakur, Satyakam","Guwahati, Purbanchal Prakash, 2014",3rd ed,NA,NA,191 p,Assamese drama; Assamese drama; Assamese literature
Ramayanar mou koh : vislesanatmak adhyayan,9788172132132,"Nath, Gunamoni","Guwahati, Banalata, 2003",2nd ed,NA,NA,65 p,Assamese literature; Short story
Jivanto ami matho abarei pao : vislesanatmak adhyayan,9788173394133,"Handique, Devakanta","Guwahati, Banalata, 2017",2nd ed,NA,NA,255p,Assamese literature; Assamese; Essays
Mamoni Roisom Goswamir sahitya sambhar - Vol. 2 : vislesanatmak adhyayan,9789384733070,"Roisom Goswami, Mamoni; Bharali, Hemanta Kumar","Guwahati, Asom Prakashan Parishad, 2014",2nd ed,NA,NA,"vol. 2 , 1 - 631 p",Assamese literaturer; Assamese; Literature
Mamoni Roisom Goswamir sahitya sambhar - Vol. 4 : vislesanatmak adhyayan,9789384733087,"Roisom Goswami, Mamoni; Bharali, Hemanta Kumar","Guwahati, Asom Prakashan Parishad, 2014",2nd ed,NA,NA,"vol. 4 , 1 - 712 p",Assamese literaturer; Assamese; Literature
Mamoni Roisom Goswamir sahitya sambhar - Vol. 3 : vislesanatmak adhyayan,9789384733070,"Roisom Goswami, Mamoni; Bharali, Hemanta Kumar","Guwahati, Asom Prakashan Parishad, 2014",2nd ed,NA,NA,"vol. 3 , 1 - 712 p",Assamese literature; Assamese; Literature
Padma Barkatakir upanyas samagra : vislesanatmak adhyayan,9788173394799,"Barkataki, Padma","Jorhat, Banalata, 2010",2nd ed,NA,NA,807p,Assamese literature; Assamese
Moriya : Buranji-Samaj-Sanskriti,9788173394799,"Kalita, Pulin; Ali, Intaj","Jorhat, Asam Sahitya Sabha, 2018",2nd ed,NA,NA,96 p,Assamese literature; Literature; Moriyas
Sitanath Brohmochoudhurir rachana sambhar : Buranji-Samaj-Sanskriti,9788173394799,Author :,"Jorhat, Asam Sahitya Sabha, 2009",2nd ed,NA,NA,319 p,Assamese literature; Literature
Assamar janajati aru sanskriti : Buranji-Samaj-Sanskriti,9788173394799,Author :,"Jorhat, Assam Sahitya Sabha, 2010",2nd ed,NA,NA,"xii, 643 p",Assamese literature; Literature; Tribals
Dersha bacharar asomiya sansritit abhumuki : Buranji-Samaj-Sanskriti,9788173394799,"Bhattacharyya, Birendra kumar","Guwahati, Asom Prakashan parishad, 2012",6th ed,NA,NA,108 p,Assamese literature; Literature
Sachitra kamarsilpa parichaya : Buranji-Samaj-Sanskriti,9788173394799,"Barua, Sarat chandra","Guwahati, Publication Board Assam, 2018",2nd ed,NA,NA,124 p,Assamese literature; Literature
Ratna Ojah Rasanawali : Buranji-Samaj-Sanskriti,9788173394799,Bhadra Bora,"Guwahati, Publication Board Assam, 2012",2nd ed,NA,NA,1v. ( 477p.) ; 2v. ( 472 p.) ; 3v. (477 p.),Assamese literature; Assamese; Rasanawali
Lambodar Bora Rachanavali : Buranji-Samaj-Sanskriti,9788173394799,Author :,"Guwahati, Publication Board Assam, 2008",2nd ed,NA,NA,258 p,Assamese literature; Assamese; Rachanavali
Dandinath Kalita rasanavali : Buranji-Samaj-Sanskriti,9788173394799,"Kalita, Dandinath","Guwahati, Publication Board Assam, 2008",2nd ed,NA,NA,v. 1 (1-614) p. ; v. 2 (1-757) p,Assamese; Literature
Mor aair gahari powalito : Buranji-Samaj-Sanskriti,9788173394799,"Hanse, Sar-at; Hanse, Hang Miji","Guwahati, Publication Board Assam, 2012",1st ed,NA,NA,48 p,Assamese; Assamese
Bhupen Hazarika : gotir pora amar protinidhiloi,9788192417349,"Majumdar, Paramananda","Guwahati, Publication Board Assam, 2012",1st ed,NA,NA,456 p,Assamese; Literature
"Mangri orang : British birodhi sahid, adibasi kanya, mahiyasi muktijoddha",9788192417349,Devabrata Sharma,"Jorhat, Ekalavya Prakashan, 2013",1st ed,NA,NA,96 p,Assamese literature; Literature
"Islam, jatiyatabad aru samajbad : British birodhi sahid, adibasi kanya, mahiyasi muktijoddha",9788192417349,"Sharma, Devabrata","Jorhat, Ekalavya Prakashan, 2013",1st ed,NA,NA,72 p,Assamese literature; Literature
Bitarkar abartat hemkosh : Asomiya jati garhise ne bhangise ?,9788192417349,"Chetia, Amrit","Jorhat, Ekalabya Prakashan, 2011",1st ed,NA,NA,132 p,Assamese literature; Literature
Satabarsar kathgarat Asom sahitya sabha : Asomiya jati garhise ne bhangise ?,9788192417349,"Sharma, Devabrata","Jorhat, Ekalabya Prakashan, 2016",1st ed,NA,NA,102 p,Assamese literature; Literature
Adibasi awothe : Asomiya jati garhise ne bhangise ?,9788192417349,"Sharma, Devabrata","Jorhat, Ekalavya Prakashan, 2016",1st ed,NA,NA,208 p,Article; Assamese literature; Literature
Asamiya akhayan-git sangrah : Asomiya jati garhise ne bhangise ?,9788192417349,"Caliha, Bhaba prasad","Guwahati, Publication Board Assam, 2012",2nd ed,NA,NA,"19, 484 p","Ballads, Assamese; Folk music"
Purani puthi adhyayan aru sampadana : Asomiya jati garhise ne bhangise ?,9788192417349,"Goswami, Kesavananda Dev","Guwahati, Asom Prakashan Parishad, 2015",2nd ed,NA,NA,88 p,Assamese literature
Sadhonir pora cahandraprobhaloi : Asomiya jati garhise ne bhangise ?,9788192417349,"Gogoi, Damayanti","Guwahati, Asom Prakashan Parishad, 2016",2nd ed,NA,NA,124 p,Assamese women; Women
Bononit basantor ba : Asomiya jati garhise ne bhangise ?,9789384211127,"Grahame, Kenneth; Devi, Hironmoyee","Guwahati, Saraighat Prakashan, 2016",2nd ed,NA,NA,77 p,Assamese fiction; Assamese literature; Assamese novel
Asamiya bhashar udbhav samriddhi aru vikash : Asomiya jati garhise ne bhangise ?,9789384211127,"Goswami, Upendranath","Guwahati, Mani Manik Prakash, 2016",6th ed,NA,NA,320 p,Assamese language; Assamese language; Assamese
Subarna boloi : Asomiya jati garhise ne bhangise ?,9789384211127,"Baruah, Kanchan","Guwahati, Jyoti Prakashan, 2015",7th ed,NA,NA,154 p,Assamese literature; Assamese; Novel
Kathanibari ghat : Asomiya jati garhise ne bhangise ?,9789382750512,"Bora, Mohim","Guwahati, Banalata Publisher, 2013",7th ed,NA,NA,125 p,Assamese fiction; Assamese literature; Assamese; Short stories
Shrestha asamiya samalosana sahitya : Asomiya jati garhise ne bhangise ?,9789382750512,"Borgohain, Homen","Guwahati, Publication Board Assam, 2010",7th ed,NA,NA,642 p,Assamese articles; Assamese literature
Antahin : Asomiya jati garhise ne bhangise ?,9789382750512,"Baroowah, Gautam Prasad","Guwahati, Banalata, 2016",7th ed,NA,NA,168 p,Assamese literature; Assamese novel; Assamese
Asomiya prayog ratnamala vyakaran : Asomiya jati garhise ne bhangise ?,9789382750512,"Bhattacharya, Jitendra Nath","Guwahati, Hemkosh Prakashan, 2009",2nd ed,NA,NA,"vi, 436 p","Assamese language; Assamese language; Grammar, Comparative and general"
Abhijnan-Sakuntalam : Asomiya jati garhise ne bhangise ?,8173393834,"Bose, Ramendra Mohan; Bezborah, Niranjana Mahanta","Guwahati, Banalata, 2018",3rd ed,NA,NA,126 p,Assamese literature; Epic-Drama
Dr. Nirmalprobha Bordoloir Kobita Aru Geet : Asomiya jati garhise ne bhangise ?,8173393834,"Saikia, Renu Bhuyan; Assamese Poetry","Guwahati, Asom Prakashan Parishad, 2012",3rd ed,NA,NA,480 p,Literature
Mishing : Asomiya jati garhise ne bhangise ?,9788173394331,"Thongchi, Yeshe Dorjee","Guwahati, banalata, 2014",3rd ed,NA,NA,96 p,Assamese Literature; Fiction
Xarabidha Andhar : Asomiya jati garhise ne bhangise ?,8172068755,"Stivenson, Robert L; Bhattacharya, Manoj Kumar","Guwahati, Bani Mandir, 2007",1st ed,NA,NA,145 p,Assamese Literature; Fiction
Asamiya bhasa-cintan : Asomiya jati garhise ne bhangise ?,9789382056102,"Konwar, Arpana","Guwahati, Banalata, 2016",1st ed,NA,NA,278 p,Assamese language; Assamese
Megh-Behu,8172062593,"Sharma, Bhupen","Guwahati, Bani Mandir, 2005",NA,NA,NA,280 p,Assamese literature
Nawere tinijon mahuh : (kukurtur kotha arileo),8187611960,"Jerome, Jerome K; Saikia, Binoy Mohan","Guwahati, Saraighat Prakashan, 2013",2nd ed,NA,NA,87 p,Assamese fiction; Assamese literature; Assamese
Moi jetia klanta hown : aru ananya rachana,8176653373,"Borgohain, Humen","Guwahati, Students Stores, 2009",2nd ed,NA,NA,176 p,Assamese essays; Assamese literature; Assamese
Niu forestor akonihot : aru ananya rachana,8187611855,"Marryat, Federick; Devi, Anupama","Guwahati, Saraighat Prakashan, 2013",2nd ed,NA,NA,58 p,Assamese fiction; Assamese literature; Assamese
Autograph gaju paintal ittyadi : aru ananya rachana,8173394204,"Sarma Pujari, Anuradha","Guwahati, Banalata, 2010",5th ed,NA,NA,192 p,Assamese literature; Assamese; Essays
Raag... emon : aru ananya rachana,9788124400784,"Borah Borgohain, Juri; Saikia, Binoy Mohan","Guwahati, Chandra Prakash, 2011",5th ed,NA,NA,205 p,Assamese fiction; Assamese literature; Assamese; Novel
Sabda aru satya : aru ananya rachana,9788124400784,"Bhattachasya, Manikuntala","Guwahati, Chandra Prakash, 2009",5th ed,NA,NA,269 p,Assamese literature; Assamese; Miscellaneous writings
